-5	95150.6929569
-4.99022482893	93937.3558677
-4.98044965787	92769.9978769
-4.9706744868	91644.7290983
-4.96089931574	90494.5532054
-4.95112414467	89240.6763635
-4.94134897361	88138.1023735
-4.93157380254	87031.8514479
-4.92179863148	85817.3623895
-4.91202346041	84752.2089529
-4.90224828935	83713.4394153
-4.89247311828	82574.6347284
-4.88269794721	81494.6377019
-4.87292277615	80467.7844017
-4.86314760508	79463.6756987
-4.85337243402	78290.2910651
-4.84359726295	77383.6588386
-4.83382209189	76358.1320325
-4.82404692082	75308.4373058
-4.81427174976	74393.5949327
-4.80449657869	73421.212094
-4.79472140762	72435.7594176
-4.78494623656	71398.1091229
-4.77517106549	70469.9689496
-4.76539589443	69600.2924895
-4.75562072336	68697.5137493
-4.7458455523	67756.2939049
-4.73607038123	66855.4884293
-4.72629521017	65978.7667058
-4.7165200391	65017.6432915
-4.70674486804	64143.4344187
-4.69696969697	63402.5307717
-4.6871945259	62474.2805028
-4.67741935484	61651.14385
-4.66764418377	60853.4559454
-4.65786901271	59973.8386667
-4.64809384164	59236.100349
-4.63831867058	58377.7785704
-4.62854349951	57663.4621374
-4.61876832845	56774.8560698
-4.60899315738	56088.3760602
-4.59921798631	55325.0743325
-4.58944281525	54541.4307396
-4.57966764418	53764.4320029
-4.56989247312	53049.8838464
-4.56011730205	52322.9019342
-4.55034213099	51586.2068937
-4.54056695992	50870.9558067
-4.53079178886	50161.0705465
-4.52101661779	49517.4760613
-4.51124144673	48875.2070421
-4.50146627566	48192.8813748
-4.49169110459	47463.2937251
-4.48191593353	46789.8572435
-4.47214076246	46142.6492781
-4.4623655914	45572.3593868
-4.45259042033	44934.8740799
-4.44281524927	44290.4897067
-4.4330400782	43652.1313909
-4.42326490714	43046.8290064
-4.41348973607	42458.0275307
-4.403714565	41839.0289864
-4.39393939394	41249.4823761
-4.38416422287	40630.9277546
-4.37438905181	40045.433709
-4.36461388074	39498.3338306
-4.35483870968	38941.8627147
-4.34506353861	38423.9325045
-4.33528836755	37858.4337707
-4.32551319648	37296.6005578
-4.31573802542	36802.0649524
-4.30596285435	36239.7387821
-4.29618768328	35698.8840792
-4.28641251222	35203.5329727
-4.27663734115	34711.25786
-4.26686217009	34203.7432096
-4.25708699902	33726.1604667
-4.24731182796	33239.7296562
-4.23753665689	32747.0433672
-4.22776148583	32281.0432901
-4.21798631476	31780.209805
-4.2082111437	31333.4062817
-4.19843597263	30881.1711655
-4.18866080156	30420.9865324
-4.1788856305	29981.6430257
-4.16911045943	29548.8290815
-4.15933528837	29094.3671921
-4.1495601173	28670.9624869
-4.13978494624	28244.5028912
-4.13000977517	27796.3561029
-4.12023460411	27394.1900848
-4.11045943304	26994.8606478
-4.10068426197	26604.0941303
-4.09090909091	26217.4079996
-4.08113391984	25810.4588412
-4.07135874878	25428.1865613
-4.06158357771	25019.6203371
-4.05180840665	24681.4711449
-4.04203323558	24288.2761288
-4.03225806452	23932.7007462
-4.02248289345	23546.7952154
-4.01270772239	23194.4031095
-4.00293255132	22831.0126003
-3.99315738025	22493.0939809
-3.98338220919	22166.0850188
-3.97360703812	21826.4754838
-3.96383186706	21497.6373236
-3.95405669599	21151.7828692
-3.94428152493	20827.4139588
-3.93450635386	20505.5736018
-3.9247311828	20180.4147504
-3.91495601173	19889.9820382
-3.90518084066	19552.547523
-3.8954056696	19244.6333913
-3.88563049853	18961.2791923
-3.87585532747	18679.8377327
-3.8660801564	18389.1756073
-3.85630498534	18068.8260863
-3.84652981427	17802.9186073
-3.83675464321	17522.9146211
-3.82697947214	17232.2953321
-3.81720430108	16983.7485538
-3.80742913001	16720.2333606
-3.79765395894	16448.6535171
-3.78787878788	16184.138973
-3.77810361681	15922.5609627
-3.76832844575	15665.4045567
-3.75855327468	15426.5349206
-3.74877810362	15169.1085236
-3.73900293255	14909.8468991
-3.72922776149	14688.156055
-3.71945259042	14456.1351164
-3.70967741935	14210.674326
-3.69990224829	13991.4035377
-3.69012707722	13747.552802
